# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# 
# 
# STN             LON           LAT         ALT  NAME
# 240:  	4.774	     52.301	  -4.40  SCHIPHOL
# 260:  	5.177	     52.101	   2.00  DE BILT
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# EV24     =  Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
# 
  260,20110106,  221,   12,   30,   50,    1,   10,   16,   90,   19,   44,   33,    1,   52,   12,   26,   24,    0,    0,   52,  168,  155,   29,   16, 9954,10021,   24, 9921,   17,   15,   11,   65,   20,    8,   98,   99,    3,   93,    1,    1
  260,20110107,  155,   25,   32,   50,   11,   10,    4,   80,   11,   47,   -5,    4,   92,   22,  -24,    6,    0,    0,   56,   16,    5,    2,   14,10040,10065,    8,10022,   19,    1,    4,   63,   24,    7,   98,   99,    3,   93,   24,    1
  260,20110108,  210,   48,   56,  100,   12,   20,   22,  160,   12,   88,   49,   24,  120,   11,   41,   24,    5,    6,  148,   46,   48,   20,    2,10004,10043,   24, 9968,   11,   50,    3,   75,   10,    8,   89,   99,    2,   73,   11,    2
  260,20110109,  233,   39,   39,   50,    7,   20,    1,   90,    9,   38,   10,   24,   67,   13,   -6,   24,   52,   65,  363,    0,    0,    0,    1,10110,10188,   24,10043,    1,   62,    4,   80,   13,    2,   85,   96,   24,   64,   14,    4
  260,20110110,  170,   30,   32,   40,   13,   20,    3,   80,   24,    9,  -25,    6,   49,   14,  -55,    6,   65,   81,  415,    0,    0,    0,    1,10181,10208,    9,10130,   24,   42,    5,   65,   14,    3,   95,   99,    8,   85,   14,    5
  260,20110111,  191,   27,   52,   70,    3,   30,   16,  130,    8,   32,   -3,    2,   62,   19,   -8,    6,    0,    0,   54,   43,   21,   10,    9,10061,10133,   24,10009,   12,   21,   12,   66,   22,    8,   91,   99,   12,   79,   23,    1
  260,20110112,  220,   33,   38,   50,   13,   20,    2,   90,   16,   57,   29,    7,   85,   24,   23,    6,    0,    0,   60,  136,  105,   13,   13,10120,10165,    4,10084,   17,   16,   24,   63,    3,    8,   95,   99,   14,   83,    1,    1
  260,20110113,  238,   43,   43,   60,   13,   20,    4,  110,   14,   95,   83,    1,  106,   14,   82,    6,    0,    0,   50,  123,  125,   21,    8,10093,10106,   19,10082,   12,   13,    3,   63,   15,    8,   98,   99,    1,   95,   15,    1
  260,20110114,  241,   59,   59,   70,    4,   40,   23,  140,    9,   99,   75,   23,  116,    5,   68,   24,    0,    0,   41,  174,  193,   33,   18,10103,10134,   24,10091,   17,   26,   13,   69,   23,    8,   95,   99,    1,   89,    5,    1
  260,20110115,  217,   59,   61,   70,   11,   40,    4,  120,   12,   89,   70,    4,  100,   18,   63,    6,    0,    0,   76,    0,   -1,   -1,   11,10183,10199,   24,10145,    1,   58,    4,   73,   19,    7,   86,   94,    4,   78,   18,    1
  260,20110116,  202,   50,   50,   60,    1,   40,   15,  110,    1,   97,   80,    5,  125,   15,   71,    6,   25,   30,  268,    0,    0,    0,    1,10206,10212,   24,10197,    4,   64,    5,   75,   13,    5,   82,   90,    5,   73,   14,    4
  260,20110117,  205,   32,   38,   60,   19,   20,   24,  110,   20,   81,   50,   24,   96,   20,   32,   24,    0,    0,   99,   14,    5,    3,   16,10203,10223,   24,10184,   16,   50,   12,   70,    1,    8,   91,   97,   24,   85,    2,    1
  260,20110118,  344,   14,   19,   30,    8,    0,    4,   70,   15,   44,   19,    2,   61,   15,   -8,    6,    3,    4,  132,   63,  108,   51,    7,10247,10293,   24,10219,    6,    3,    2,   70,   24,    7,   94,   99,    1,   84,   24,    2
  260,20110119,  305,   21,   23,   40,   14,   10,    1,   90,   14,   36,   14,   23,   66,   12,   -9,   24,   21,   25,  253,   13,   16,   14,   14,10298,10305,    9,10289,   13,   58,   22,   66,   13,    5,   95,   99,   17,   83,   12,    3
  260,20110120,  359,   28,   29,   50,   12,   10,   23,   90,   13,   20,  -28,   23,   50,   13,  -61,   24,   67,   79,  491,    0,   -1,   -1,    1,10324,10356,   23,10297,    2,   46,   24,   75,   13,    1,   88,   98,   22,   71,   12,    6
  260,20110121,  322,    8,   15,   30,   20,    0,    8,   50,   22,    9,  -38,    1,   37,   24,  -67,    6,    8,    9,  222,    0,   -1,   -1,   13,10360,10368,   11,10353,   24,    0,    3,   65,   24,    8,   98,   99,    1,   94,   15,    2
  260,20110122,  360,   31,   32,   50,   11,   20,    1,   90,   11,   45,   22,   24,   61,   14,   16,   24,    2,    2,  156,    9,    3,    2,    5,10319,10348,    1,10306,   16,   27,    5,   70,    3,    8,   91,   99,    5,   79,   14,    2
  260,20110123,  352,   32,   33,   50,   14,   10,    3,   90,   21,   51,   23,    1,   66,   13,   20,    6,    0,    0,   89,   10,    3,    2,    7,10283,10309,    1,10269,   16,   10,    4,   64,   22,    8,   95,   99,    2,   89,   13,    1
  260,20110124,  323,   26,   31,   40,    4,   10,    1,   80,    5,   55,   45,    1,   68,   13,   43,    6,    0,    0,  173,   33,   14,    4,    9,10250,10274,    1,10194,   24,   31,    8,   71,   14,    8,   92,   99,    2,   79,   14,    2
  260,20110125,  291,   37,   41,   60,    4,   10,   23,  120,   12,   47,    7,   24,   69,   13,  -11,   24,   31,   36,  405,   46,   54,   19,    5,10121,10182,    1,10093,   24,   30,    7,   78,   12,    7,   87,   99,    7,   65,   12,    5
  260,20110126,   46,   21,   25,   50,   16,    0,    7,   80,   16,   13,   -4,    6,   40,   14,  -22,   24,    2,    2,  228,    0,   -1,   -1,   16,10113,10171,   24,10083,    5,   14,    6,   75,   17,    7,   90,   99,    1,   75,   19,    3
  260,20110127,   51,   44,   45,   60,   18,   30,    2,  100,   18,   -1,  -31,   24,   14,   12,  -43,   24,   56,   64,  538,    0,    0,    0,    1,10221,10256,   23,10174,    1,   58,    2,   80,   19,    5,   78,   91,    1,   63,   16,    6
  260,20110128,   59,   33,   33,   50,   11,   20,   23,   80,   11,  -24,  -49,    7,   11,   14,  -63,   24,   79,   89,  612,    0,    0,    0,    1,10246,10260,    8,10230,   24,   48,   24,   78,   12,    0,   79,   93,   23,   63,   13,    6
  260,20110129,   41,   28,   28,   40,   14,   20,    1,   80,   19,  -30,  -56,    5,    6,   14,  -80,    6,   79,   89,  705,    0,    0,    0,    1,10219,10227,    1,10208,   14,   26,    8,   56,   13,    1,   91,   98,    5,   80,   13,    7
  260,20110130,   53,   28,   29,   40,    9,   20,    4,   70,    6,  -14,  -53,    5,   14,   14,  -76,    6,    3,    3,  191,    0,    0,    0,    1,10228,10238,   23,10220,    4,   11,    7,   58,   13,    6,   92,   99,    9,   86,   17,    2
  260,20110131,   70,   10,   18,   30,   12,   10,    8,   40,    1,  -13,  -29,   24,   -1,   13,  -27,   24,    0,    0,  163,    0,    0,    0,    1,10258,10269,   18,10237,    1,   49,    8,   63,   13,    8,   87,   95,    8,   81,   14,    2
  260,20110201,  217,   35,   37,   50,   15,   20,    1,   80,    8,   -7,  -33,    5,   24,   24,  -31,    6,    0,    0,  142,   11,    9,    8,   18,10257,10271,   24,10241,   14,    5,   24,   46,    2,    8,   92,   99,   16,   87,    8,    1
  260,20110202,  212,   50,   50,   70,   14,   20,    1,  130,   17,   35,   22,    7,   45,   16,   23,   12,    0,    0,  109,   10,   12,   12,   24,10257,10280,    8,10219,   24,    2,    3,   50,   16,    8,   97,   99,    1,   91,   16,    1
  260,20110203,  227,   48,   50,   80,   24,   40,    6,  140,   24,   56,   39,   19,   80,   15,   27,   24,   44,   48,  461,   23,   20,   17,    1,10228,10250,   11,10192,   24,   19,    5,   64,   14,    5,   90,   99,    5,   74,   14,    6
  260,20110204,  234,   97,   99,  110,   14,   80,    2,  210,   23,   91,   65,    1,  104,   18,   61,    6,    0,    0,   87,   30,    6,    2,    4,10157,10183,    1,10147,   14,   60,    2,   65,    6,    8,   83,   90,   11,   77,   23,    1
  260,20110205,  240,  106,  106,  120,    3,   90,   22,  230,    3,  108,  103,    1,  116,   14,   99,    6,    3,    3,  230,    0,    0,    0,    1,10171,10188,   24,10152,    2,   63,    1,   72,   15,    8,   80,   84,   22,   76,   11,    3
  260,20110206,  238,   86,   87,  100,    1,   70,   21,  190,   16,  100,   84,   24,  113,   12,   76,   24,    0,    0,  182,    0,    0,    0,    1,10206,10214,   11,10191,    1,   70,    1,   80,   16,    7,   77,   84,    4,   69,   16,    3
  260,20110207,  231,   63,   68,   90,   14,   40,   24,  160,   16,   84,   71,   10,  104,   19,   64,   24,   20,   21,  411,    0,    0,    0,    1,10161,10206,    2,10121,   17,   62,   10,   77,   22,    7,   75,   82,   19,   69,   22,    6
  260,20110208,  266,   18,   22,   40,    2,    0,   19,   70,    1,   43,  -28,   23,   92,   14,  -62,   24,   83,   87,  717,    0,    0,    0,    1,10226,10248,   20,10174,    1,   57,   24,   80,   16,    1,   82,   99,   19,   55,   15,    9
  260,20110209,  156,   26,   26,   40,   14,   10,    1,   60,   14,   30,  -37,    4,   94,   14,  -72,    6,   71,   74,  658,    0,    0,    0,    1,10213,10239,    1,10183,   24,   39,    6,   66,   18,    2,   84,   99,    1,   66,   15,    8
  260,20110210,  213,   36,   37,   50,   10,   20,   23,   90,   10,   75,   36,    1,  104,   14,   26,    6,    4,    4,  260,   79,   91,   22,   17,10143,10181,    1,10102,   23,   22,   23,   60,    1,    8,   93,   99,   18,   82,   13,    4
  260,20110211,  274,   11,   30,   50,   24,   10,   16,   80,   21,   78,   47,   24,   95,   15,   46,   24,    0,    0,  109,   54,   21,    6,   23,10122,10157,   24,10096,    4,   15,   10,   61,   17,    8,   97,   99,    1,   91,   22,    2
  260,20110212,  133,   26,   41,   60,    7,   20,   16,   90,    7,   55,   31,    8,   85,   18,   31,   12,    0,    0,  140,   97,  124,   35,    6,10123,10153,    1,10101,   15,   16,   16,   61,    2,    8,   97,   99,   15,   93,    2,    2
  260,20110213,  164,   33,   39,   50,   13,   30,    1,   80,   24,   62,   34,    8,   81,   15,   37,   12,   20,   20,  401,    0,    0,    0,    1,10088,10117,    1,10055,   23,    2,    8,   75,   18,    8,   90,   99,    8,   79,   18,    5
  260,20110214,  163,   28,   30,   50,    1,   10,   18,   70,    1,   63,   44,   24,   82,   15,   21,   24,    5,    5,  194,   32,   11,    5,   12,10045,10053,   11,10035,   24,   11,   23,   63,    1,    7,   92,   99,   19,   86,    1,    3
  260,20110215,  142,   37,   37,   50,   12,   20,    1,   90,   15,   59,   35,    4,   79,   13,   15,    6,   34,   34,  581,    5,    6,    6,   24, 9984,10030,    1, 9951,   22,   22,    1,   75,   15,    7,   88,   99,    1,   78,   13,    8
  260,20110216,  149,   22,   29,   40,    5,   20,   16,   60,    2,   63,   20,   23,  104,   14,  -23,   24,   81,   81,  780,    6,    2,    2,    2, 9988,10012,   22, 9955,    1,   56,   23,   70,   15,    3,   87,   97,   23,   70,   14,   10
  260,20110217,   63,   34,   35,   50,   17,   20,    1,   90,   23,   38,    6,    7,  101,   14,  -19,    6,   70,   70,  866,    0,    0,    0,    1,10062,10124,   24,10013,    1,    1,    6,   71,   14,    3,   85,   99,    2,   58,   14,   11
  260,20110218,   91,   34,   35,   50,    1,   30,    6,   80,    1,   10,    4,    7,   15,   16,    3,   12,    0,    0,   98,    0,    0,    0,    1,10157,10175,   19,10125,    1,   46,   24,   56,    3,    8,   83,   87,   24,   80,    7,    1
  260,20110219,   97,   52,   53,   70,   20,   30,    5,  110,   21,   21,    6,    4,   50,   14,    6,    6,   15,   15,  468,    0,    0,    0,    1,10160,10172,    1,10151,   16,   41,    6,   59,   24,    7,   81,   88,    2,   72,   14,    5
  260,20110220,   88,   56,   56,   70,   11,   40,   22,  110,   12,    3,  -24,   24,   27,   14,  -37,   24,   23,   22,  524,    0,    0,    0,    1,10173,10191,   24,10156,    3,   56,    5,   68,   22,    6,   73,   79,    1,   65,   20,    6
  260,20110221,   97,   45,   45,   60,    5,   30,    2,   90,    5,  -19,  -46,    7,   21,   14,  -55,   12,   90,   87,  966,    0,    0,    0,    1,10178,10192,    1,10161,   16,   61,   24,   71,   17,    1,   64,   74,    7,   54,   16,    9
  260,20110222,  116,   30,   33,   40,    1,   20,   10,   70,    1,  -20,  -64,    7,   25,   15,  -74,   12,   91,   88,  971,    0,    0,    0,    1,10196,10223,   24,10171,    1,   57,    4,   61,   13,    3,   66,   80,    6,   53,   13,    9
  260,20110223,  165,   44,   44,   60,   14,   30,    1,  100,   21,    4,  -23,    1,   37,   14,  -44,    6,    5,    5,  390,   76,   38,    9,   20,10216,10229,    9,10193,   24,   15,   22,   60,   15,    7,   78,   99,   23,   59,   15,    4
  260,20110224,  163,   23,   24,   50,    1,   10,   14,   80,    1,   42,    9,    1,   68,   15,    7,    6,    0,    0,  201,   39,   13,    7,    1,10221,10263,   24,10181,    3,    1,   12,   21,    4,    8,   99,   99,    2,   98,    1,    2
  260,20110225,  181,   28,   30,   40,    9,   10,    1,   70,    9,   68,   51,    1,   81,   16,   51,    6,    0,    0,  161,    3,    1,    1,   17,10256,10274,   12,10221,   24,    0,    1,   33,   16,    8,   99,   99,    1,   97,   15,    2
  260,20110226,  193,   24,   40,   50,   12,   30,    1,  100,   24,   73,   60,   22,   95,   12,   60,   24,    3,    3,  200,   90,   68,   21,   14,10124,10212,    1,10075,   17,    2,    4,   62,   12,    8,   97,   99,    1,   84,   12,    3
  260,20110227,  310,   48,   50,   70,    7,   20,   23,  150,    8,   43,   13,   23,   62,    1,   13,   24,    0,    0,  128,  186,  196,   22,   16,10131,10188,   24,10092,    3,   12,   23,   66,    7,    8,   94,   99,   23,   88,    7,    2
  260,20110228,   25,   25,   27,   30,    1,   20,    2,   50,    1,   24,   10,    1,   34,   15,   10,    6,    0,    0,   92,   37,   14,    8,    1,10263,10325,   24,10193,    1,    2,   10,   28,   22,    8,   98,   99,    1,   95,   22,    1
  260,20110301,   34,   43,   44,   60,   19,   30,    1,  110,   18,   25,   12,   23,   41,   16,   12,   24,    1,    1,  305,    0,    0,    0,    1,10362,10376,   19,10329,    1,   15,    8,   47,   18,    8,   91,   95,    1,   83,   18,    4
  260,20110302,   45,   44,   44,   60,   20,   30,   23,   90,   20,   19,  -14,    7,   64,   14,  -21,   12,   95,   87, 1144,    0,    0,    0,    1,10355,10370,    1,10343,   22,   16,    2,   50,   12,    2,   80,   94,    6,   61,   12,   13
  260,20110303,   35,   41,   41,   60,   20,   30,    1,   90,   18,    6,  -25,    7,   60,   15,  -35,   12,   99,   90, 1146,    0,    0,    0,    1,10340,10353,   10,10325,   15,   16,    7,   57,   15,    1,   83,   96,    6,   59,   15,   12
  260,20110304,   28,   27,   28,   40,    1,   10,   21,   80,    2,   -2,  -37,    6,   47,   15,  -54,    6,   96,   87, 1203,    0,    0,    0,    1,10324,10341,    7,10306,   24,   12,   21,   56,   15,    1,   87,   98,   21,   61,   15,   13
  260,20110305,   11,   17,   20,   40,   17,    0,    6,   70,   16,   26,   -7,    1,   61,   15,  -29,   24,    8,    7,  374,    0,    0,    0,    1,10293,10307,   24,10282,   16,   40,    7,   75,   16,    7,   90,   99,    5,   74,   17,    4
  260,20110306,   28,   30,   32,   50,   10,   10,    4,   90,   10,   19,  -28,    7,   67,   15,  -57,   12,   92,   82, 1180,    0,    0,    0,    1,10317,10336,   24,10303,    4,   59,    2,   80,   14,    2,   76,   98,    7,   55,   14,   13
  260,20110307,  112,   31,   34,   50,   10,   20,    1,   80,   10,   20,  -29,    6,   79,   14,  -77,   12,  100,   89, 1324,    0,    0,    0,    1,10319,10345,    8,10277,   24,   70,    1,   83,   20,    0,   57,   82,    1,   34,   14,   15
  260,20110308,  194,   32,   37,   60,   15,   20,   19,  100,   15,   46,  -13,    6,  110,   16,  -39,    6,  101,   89, 1327,    0,    0,    0,    1,10216,10276,    1,10155,   24,   57,   24,   82,    2,    0,   54,   76,   24,   38,   12,   17
  260,20110309,  242,   50,   52,   70,    8,   30,   19,  120,    9,   67,   43,    1,  101,   14,   23,    6,   26,   23,  545,   13,   12,    9,   10,10143,10155,   19,10130,    7,   43,    9,   75,   17,    6,   78,   95,   10,   63,   15,    7
  260,20110310,  235,   68,   69,   90,   14,   40,    1,  170,   14,   77,   43,    4,  103,   14,   34,    6,    0,    0,  280,    1,    1,    1,   20,10108,10142,    1,10093,   16,   59,   21,   65,   13,    7,   83,   89,    1,   75,   13,    4
  260,20110311,  249,   34,   38,   60,   13,   10,   23,  110,   12,   67,   10,   24,  106,   15,  -25,   24,   67,   58, 1013,    0,   -1,   -1,    1,10145,10161,   11,10119,    1,   59,    7,   80,    2,    5,   72,   94,   24,   50,   15,   14
  260,20110312,  159,   30,   32,   60,   15,   20,    1,   80,   13,   85,    7,    3,  127,   14,  -28,    6,   63,   54,  989,    0,   -1,   -1,   23,10064,10129,    1,10025,   18,   59,    6,   74,   13,    7,   75,   96,    3,   56,   13,   14
  260,20110313,  175,   30,   30,   40,    1,   20,   18,   70,    8,  106,   91,    6,  131,   14,   87,    6,    2,    2,  470,   30,   13,    6,   23,10042,10084,   24,10015,    3,   29,   24,   75,    1,    8,   83,   99,   23,   71,   15,    7
  260,20110314,   51,   14,   17,   40,   16,    0,    4,   50,   16,  107,   83,    6,  138,   16,   70,    6,   16,   14,  635,   30,   29,   15,    1,10151,10189,   23,10089,    1,    1,    5,   63,   14,    8,   92,   99,    1,   77,   14,    9
  260,20110315,   78,   53,   53,   70,   16,   30,    1,  110,   21,  113,   79,    2,  164,   15,   59,    6,   66,   56, 1100,    0,    0,    0,    1,10164,10186,    1,10143,   16,   20,    2,   59,   13,    4,   84,   99,    1,   65,   14,   17
  260,20110316,   65,   52,   53,   70,   18,   40,    3,  110,   17,   72,   47,   24,  119,   14,   46,   24,   57,   48, 1086,    0,    0,    0,    1,10120,10150,    1,10095,   16,   29,    1,   58,   14,    5,   84,   93,    3,   67,   14,   15
  260,20110317,  343,   23,   30,   50,    1,   20,    5,   70,    1,   57,   45,    3,   84,   16,   45,    6,    0,    0,  417,    0,   -1,   -1,   19,10123,10177,   24,10091,    4,   12,   18,   56,   12,    8,   90,   99,   18,   80,   15,    5
  260,20110318,  289,    9,   25,   30,    1,   10,   16,   70,    1,   64,   45,    2,   95,   12,   44,    6,    3,    3,  490,   78,  113,   42,   16,10223,10272,   24,10184,    1,   19,   16,   68,   22,    8,   91,   97,   19,   74,   11,    6
  260,20110319,   20,   18,   21,   40,    2,    0,   23,   70,    2,   41,  -17,   24,  102,   15,  -45,   24,   85,   71, 1528,    0,    0,    0,    1,10334,10352,   21,10282,    1,   13,    6,   81,   13,    3,   81,   99,    4,   36,   16,   19
  260,20110320,  178,   10,   13,   30,   14,    0,    1,   50,   13,   38,  -28,    2,  118,   16,  -53,    6,   97,   80, 1445,    0,    0,    0,    1,10341,10348,    1,10329,   16,   56,   24,   79,   13,    2,   75,   99,    6,   39,   15,   18
  260,20110321,  227,    8,   17,   30,   10,    0,   23,   60,   11,   59,  -29,    5,  143,   16,  -56,    6,  111,   91, 1559,    0,    0,    0,    1,10350,10360,   23,10339,    4,   25,   24,   69,   14,    0,   73,   99,    3,   41,   13,   20
  260,20110322,  339,   11,   18,   40,   16,    0,    4,   60,   16,   78,  -12,    6,  162,   15,  -35,    6,  108,   88, 1469,    0,    0,    0,    1,10377,10400,   22,10357,    3,    8,   23,   74,   16,    1,   77,   99,    1,   50,    9,   20
  260,20110323,   36,   19,   20,   30,   14,   10,    4,   50,   13,   83,   25,   24,  150,   15,   -5,    6,   77,   63, 1413,    0,    0,    0,    1,10398,10420,    9,10385,   24,    1,    3,   80,   18,    3,   82,   99,    1,   56,   16,   20
  260,20110324,   36,   16,   17,   40,   18,    0,    3,   60,   17,   90,    0,    6,  166,   15,  -21,    6,  108,   87, 1583,    0,    0,    0,    1,10342,10384,    1,10275,   24,   56,   24,   80,   18,    1,   80,   99,    1,   58,   14,   23
  260,20110325,    5,   19,   21,   40,   18,   10,    1,   60,   18,   92,   36,    6,  148,   13,   13,    6,   65,   52, 1239,    0,    0,    0,    1,10205,10266,    1,10172,   23,   18,    6,   80,   12,    6,   76,   99,    1,   54,   13,   18
  260,20110326,   33,   21,   23,   30,    9,   10,    2,   60,   10,   48,    7,    5,   80,   14,  -20,    6,    6,    5,  605,    0,   -1,   -1,    9,10176,10185,   10,10168,    3,   57,    4,   80,   15,    7,   83,   99,    3,   67,   15,    8
  260,20110327,   54,   20,   25,   40,    9,   20,    1,   60,    8,   62,   -6,    6,  129,   14,  -28,    6,  115,   91, 1774,    0,    0,    0,    1,10148,10174,    1,10126,   16,   65,   24,   80,   13,    1,   66,   87,   24,   41,   16,   23
  260,20110328,  347,   16,   17,   30,    9,    0,   24,   60,   12,   47,  -19,    4,  102,   14,  -49,    6,   44,   35, 1001,    0,    0,    0,    1,10163,10178,   21,10139,    2,    8,   24,   82,   15,    3,   81,   99,   21,   57,   13,   13
  260,20110329,  155,   10,   15,   30,   10,    0,    1,   60,   12,   60,  -25,    4,  146,   16,  -54,    6,  117,   92, 1758,    0,    0,    0,    1,10151,10171,    1,10132,   17,   17,    2,   77,   11,    0,   77,   99,   23,   46,   15,   23
  260,20110330,  206,   26,   29,   60,   14,    0,    1,  100,   13,   90,    3,    2,  154,   13,  -23,    6,   18,   14,  777,   11,   18,   15,   16,10131,10137,    8,10125,   13,   24,   24,   64,   13,    6,   87,   99,    1,   68,   12,   11
  260,20110331,  230,   55,   58,   80,   12,   30,    6,  150,   16,  113,   92,    4,  140,   15,   90,    6,   10,    8,  315,   50,   55,   16,   11,10126,10176,   24,10102,   11,   32,    1,   64,   14,    8,   92,   98,    1,   84,   15,    5
