# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# 
# 
# STN             LON           LAT         ALT  NAME
# 240:  	4.774	     52.301	  -4.40  SCHIPHOL
# 260:  	5.177	     52.101	   2.00  DE BILT
# 
# YYYYMMDD = Date (YYYY=year MM=month DD=day); 
# DDVEC    = Vector mean wind direction in degrees (360=north, 90=east, 180=south, 270=west, 0=calm/variable); 
# FHVEC    = Vector mean windspeed (in 0.1 m/s); 
# FG       = Daily mean windspeed (in 0.1 m/s); 
# FHX      = Maximum hourly mean windspeed (in 0.1 m/s); 
# FHXH     = Hourly division in which FHX was measured; 
# FHN      = Minimum hourly mean windspeed (in 0.1 m/s); 
# FHNH     = Hourly division in which FHN was measured; 
# FXX      = Maximum wind gust (in 0.1 m/s); 
# FXXH     = Hourly division in which FXX was measured; 
# TG       = Daily mean temperature in (0.1 degrees Celsius); 
# TN       = Minimum temperature (in 0.1 degrees Celsius); 
# TNH      = Hourly division in which TN was measured; 
# TX       = Maximum temperature (in 0.1 degrees Celsius); 
# TXH      = Hourly division in which TX was measured; 
# T10N     = Minimum temperature at 10 cm above surface (in 0.1 degrees Celsius); 
# T10NH    = 6-hourly division in which T10N was measured; 6=0-6 UT, 12=6-12 UT, 18=12-18 UT, 24=18-24 UT
# SQ       = Sunshine duration (in 0.1 hour) calculated from global radiation (-1 for <0.05 hour); 
# SP       = Percentage of maximum potential sunshine duration; 
# Q        = Global radiation (in J/cm2); 
# DR       = Precipitation duration (in 0.1 hour); 
# RH       = Daily precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHX      = Maximum hourly precipitation amount (in 0.1 mm) (-1 for <0.05 mm); 
# RHXH     = Hourly division in which RHX was measured; 
# PG       = Daily mean sea level pressure (in 0.1 hPa) calculated from 24 hourly values; 
# PX       = Maximum hourly sea level pressure (in 0.1 hPa); 
# PXH      = Hourly division in which PX was measured; 
# PN       = Minimum hourly sea level pressure (in 0.1 hPa); 
# PNH      = Hourly division in which PN was measured; 
# VVN      = Minimum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVNH     = Hourly division in which VVN was measured; 
# VVX      = Maximum visibility; 0: <100 m, 1:100-200 m, 2:200-300 m,..., 49:4900-5000 m, 50:5-6 km, 56:6-7 km, 57:7-8 km,..., 79:29-30 km, 80:30-35 km, 81:35-40 km,..., 89: >70 km)
# VVXH     = Hourly division in which VVX was measured; 
# NG       = Mean daily cloud cover (in octants, 9=sky invisible); 
# UG       = Daily mean relative atmospheric humidity (in percents); 
# UX       = Maximum relative atmospheric humidity (in percents); 
# UXH      = Hourly division in which UX was measured; 
# UN       = Minimum relative atmospheric humidity (in percents); 
# UNH      = Hourly division in which UN was measured; 
# EV24     =  Potential evapotranspiration (Makkink) (in 0.1 mm); 
# 
# STN,YYYYMMDD,DDVEC,FHVEC,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH,   TX,  TXH, T10N,T10NH,   SQ,   SP,    Q,   DR,   RH,  RHX, RHXH,   PG,   PX,  PXH,   PN,  PNH,  VVN, VVNH,  VVX, VVXH,   NG,   UG,   UX,  UXH,   UN,  UNH, EV24
# 
  240,20100324,  139,   45,   46,   60,   10,   30,   19,  100,   16,  128,   82,    6,  182,   16,   72,    6,   60,   48, 1176,    0,    0,    0,    1,10093,10134,    1,10068,   24,   58,    6,   64,   13,    5,   69,   85,    4,   50,   15,   18
  240,20100325,  162,   48,   52,   70,   14,   30,   20,  160,   18,  142,  106,    6,  192,   15,   92,    6,   47,   38, 1146,    6,    1,    1,   19,10037,10066,    1,10018,   17,   57,   20,   75,   13,    6,   71,   91,   20,   51,   13,   19
  240,20100326,  210,   38,   44,   60,   22,   30,   16,  110,   22,  104,   70,   23,  124,    1,   62,   24,    3,    2,  576,   11,   12,   10,   22,10048,10058,   14,10036,    1,   63,    3,   80,   12,    8,   78,   95,   23,   66,   13,    9
  240,20100327,  237,   52,   56,   70,   11,   30,   24,  100,    1,   91,   56,   24,  127,   14,   44,   24,   37,   29, 1065,    4,    3,    3,    1,10048,10072,   24,10031,    4,   58,   24,   72,   16,    7,   84,   94,   24,   73,   12,   15
  240,20100328,  235,   61,   62,   90,   11,   30,    1,  130,   11,   80,   50,    1,  102,   10,   39,    6,   27,   21,  857,    0,    0,    0,    1,10069,10082,    9,10046,   24,   56,    1,   75,   17,    6,   85,   97,    2,   73,   10,   12
  240,20100329,  173,   26,   44,   70,   22,   20,    4,  110,   21,   99,   68,    5,  128,   14,   66,    6,   12,    9,  832,   21,    8,    6,   24,10023,10053,   10, 9958,   24,   50,    5,   80,   14,    7,   84,   97,    5,   68,   13,   12
  240,20100330,  184,   55,   63,  100,   20,   40,    4,  160,   21,   98,   58,   21,  136,   10,   55,   24,   22,   17,  515,   22,   16,    6,   14, 9918, 9949,    1, 9898,   18,   56,   14,   75,   18,    7,   88,   94,    4,   80,   18,    7
  240,20100331,  197,   87,   93,  130,   13,   60,   23,  210,   13,   64,   37,   22,  103,   11,   36,   24,   32,   25,  804,   55,   42,   14,   21, 9942, 9988,   24, 9914,   12,   59,   17,   78,   10,    7,   80,   91,   19,   60,   11,   11
  240,20110101,  303,   40,   45,   60,    2,   20,   22,  100,   13,   41,    7,   23,   68,   13,   -9,   24,   34,   44,  271,   12,    8,    4,   10,10213,10230,   23,10197,    7,   19,    8,   70,   15,    7,   88,   96,   10,   74,   13,    3
  240,20110102,  312,   29,   31,   60,   13,   10,    9,  100,   13,   18,  -24,   24,   54,   13,  -47,   24,   47,   60,  324,    1,    2,    2,    7,10240,10247,   21,10228,    1,   56,    6,   75,   12,    5,   87,   93,    3,   78,   12,    4
  240,20110103,  232,   25,   28,   40,   10,   10,    5,   60,   10,    2,  -38,    6,   34,   11,  -64,   12,   29,   37,  219,    6,    6,    4,   21,10227,10246,    2,10199,   24,   17,   21,   70,   10,    5,   92,   96,    7,   87,   10,    2
  240,20110104,  198,   60,   61,   80,   13,   30,    1,  120,   21,   12,    2,   21,   29,   13,   -2,   24,   38,   48,  287,    0,   -1,   -1,    6,10150,10194,    1,10113,   24,   57,    6,   74,   11,    7,   83,   94,    1,   73,   13,    3
  240,20110105,  169,   68,   69,   80,   13,   50,    3,  120,   10,    4,   -9,    3,   34,   24,  -12,    6,   28,   36,  213,   27,    8,    4,   20,10046,10109,    1, 9956,   24,   36,   22,   65,   13,    7,   80,   93,   21,   72,   13,    2
  240,20110106,  214,   21,   40,   60,    1,   20,   14,  100,    1,   45,   25,   23,   54,   13,   15,   24,    0,    0,   53,  141,  158,   35,   19, 9954,10021,   24, 9929,   16,   10,   11,   65,   19,    8,   96,   97,    8,   94,   21,    1
  240,20110107,  152,   35,   42,   70,   14,   10,    4,  100,   12,   45,  -10,    5,   83,   22,  -26,    6,    0,    0,   65,   16,   10,    4,   16,10035,10061,    8,10013,   24,    4,   19,   59,    1,    7,   96,   99,   19,   92,   11,    1
  240,20110108,  207,   69,   83,  140,   14,   30,   23,  220,   14,   79,   16,   24,  111,   11,    6,   24,    0,    0,   85,   43,   48,   26,    2, 9996,10041,   24, 9952,   11,   57,    3,   70,    7,    8,   88,   95,    1,   80,   10,    1
  240,20110109,  228,   50,   53,   90,   12,   30,    1,  130,   12,   29,   -6,   24,   62,   13,  -14,   24,   55,   69,  380,    0,    0,    0,    1,10106,10185,   24,10040,    1,   62,    1,   75,   12,    2,   87,   94,   23,   73,   13,    4
  240,20110110,  170,   49,   50,   70,   21,   30,    5,  110,   24,   10,  -21,    6,   39,   14,  -33,   12,   67,   84,  389,    0,    0,    0,    1,10174,10203,    9,10118,   24,   50,    9,   65,   16,    1,   92,   95,    4,   88,   13,    4
  240,20110111,  198,   30,   74,   90,    4,   40,   14,  140,   20,   32,   -2,    5,   62,   20,   -6,    6,    0,    0,   64,   34,   13,    5,    9,10056,10138,   24,10003,   12,   38,   11,   66,   22,    8,   90,   95,   12,   80,   22,    1
  240,20110112,  220,   40,   52,   70,   18,   30,    6,  110,   18,   52,   10,    6,   85,   17,    4,    6,    0,    0,   51,  126,  110,   14,   17,10115,10162,    5,10080,   17,   14,   24,   64,    2,    8,   94,   97,   16,   84,    1,    1
  240,20110113,  244,   70,   70,  100,   12,   40,    2,  170,   13,   94,   77,    4,  106,   11,   76,    6,    0,    0,  101,   99,   87,   17,    7,10088,10102,   21,10076,   12,    4,    2,   65,   11,    8,   95,   98,    3,   92,   14,    1
  240,20110114,  239,  105,  106,  140,    7,   80,    1,  210,    7,   95,   77,   23,  109,    5,   70,   24,    0,    0,   62,   79,   83,   23,   18,10098,10131,   24,10086,   16,   44,    5,   67,    9,    7,   91,   96,    1,   85,   22,    1
  240,20110115,  220,   82,   85,  110,   17,   60,    6,  170,   17,   86,   63,    6,   98,   16,   58,    6,    0,    0,   72,    6,    2,    2,   13,10175,10191,   24,10141,    1,   58,    4,   70,   21,    6,   86,   92,    6,   80,   17,    1
  240,20110116,  200,   73,   73,   80,    5,   60,   23,  130,    6,   96,   78,    3,  119,   14,   70,    6,   30,   36,  278,    0,    0,    0,    1,10198,10206,   24,10187,    5,   67,    9,   75,   12,    5,   82,   88,    4,   74,   14,    4
  240,20110117,  205,   40,   49,   80,   19,   20,   23,  170,   20,   78,   29,   24,   93,   18,    0,   24,    0,    0,   52,   17,   11,    9,   15,10199,10223,   24,10177,   17,   26,   24,   70,    1,    8,   91,   95,   12,   83,    1,    1
  240,20110118,  322,   18,   23,   50,   15,    0,    8,   80,   16,   39,    5,    4,   70,   14,  -15,    6,    8,   10,  128,   55,   41,   15,    8,10250,10295,   24,10220,    5,    3,    1,   70,   22,    8,   94,   99,    1,   83,   22,    2
  240,20110119,  310,   33,   35,   60,   12,   30,    1,  100,   11,   36,   17,   20,   70,   12,   -3,   24,   22,   26,  235,   16,   22,   11,   15,10301,10306,    8,10296,   15,   56,   13,   70,   11,    5,   92,   94,    7,   86,   11,    3
  240,20110120,    4,   36,   38,   60,   14,   10,   24,   90,   11,   24,  -25,   24,   54,   13,  -58,   24,   71,   84,  483,    0,    0,    0,    1,10328,10357,   23,10301,    1,    2,   24,   75,   11,    1,   85,   99,   24,   70,   14,    6
  240,20110121,  333,   12,   19,   40,   18,    0,    6,   70,   18,    9,  -46,    6,   45,   18,  -71,   12,    5,    6,  213,    0,   -1,   -1,   11,10360,10367,   10,10356,    1,    1,    2,   70,   18,    7,   95,   99,    1,   87,   18,    2
  240,20110122,  360,   43,   45,   60,   10,   30,    1,  110,   20,   48,   27,   22,   63,   12,   18,   24,    3,    4,  167,   10,    3,    2,    9,10323,10351,    1,10312,   14,   31,    4,   70,    1,    8,   89,   95,    4,   76,   15,    2
  240,20110123,  355,   45,   46,   60,   12,   30,    2,  110,   13,   57,   36,    1,   69,   12,   30,    6,    1,    1,  111,   12,    6,    2,    9,10288,10312,    1,10273,   16,   27,    3,   63,   19,    8,   92,   96,    4,   89,   19,    1
  240,20110124,  319,   43,   50,   60,   14,   40,    1,  110,    5,   57,   47,   18,   70,   12,   41,   18,    3,    3,  233,    4,    2,    2,    3,10253,10278,    1,10192,   24,   50,    3,   68,   12,    8,   90,   93,    3,   83,   12,    3
  240,20110125,  297,   57,   62,  100,   12,   20,   20,  140,   11,   45,   15,   21,   64,    8,   -4,   24,   38,   44,  406,   43,   33,   19,    5,10123,10182,    1,10093,   24,   39,    4,   74,   14,    7,   86,   95,    4,   71,   12,    5
  240,20110126,   54,   29,   34,   70,   16,    0,    3,  100,   16,   19,   -1,    9,   48,   11,  -33,   12,    3,    3,  268,    0,   -1,   -1,    5,10116,10176,   24,10082,    6,   57,    7,   83,   19,    7,   85,   97,    9,   64,   19,    3
  240,20110127,   59,   59,   60,   80,   10,   50,    1,  110,    9,    1,  -22,   24,   19,   13,  -32,   24,   50,   57,  494,    0,    0,    0,    1,10225,10259,   23,10178,    1,   60,    2,   83,   17,    5,   74,   86,    2,   61,   18,    5
  240,20110128,   67,   52,   52,   70,   15,   40,    2,  100,   11,  -17,  -36,    4,    8,   13,  -48,    6,   79,   89,  618,    0,    0,    0,    1,10248,10263,    9,10231,   24,   57,   24,   82,   10,    0,   72,   86,   24,   57,   11,    6
  240,20110129,   45,   43,   44,   70,   17,   20,    4,  130,   21,  -19,  -49,    5,   14,   13,  -75,    6,   77,   87,  699,    0,    0,    0,    1,10221,10229,    1,10211,   14,   30,    5,   58,   13,    2,   86,   91,    5,   75,   13,    7
  240,20110130,   60,   36,   37,   50,    1,   20,    5,   90,    7,   -2,  -27,    4,   19,   14,  -45,    6,   18,   20,  299,    0,    0,    0,    1,10229,10240,   24,10221,    5,   33,    1,   60,   22,    7,   90,   94,    6,   85,   23,    3
  240,20110131,  144,   11,   21,   30,    5,   10,   10,   60,   21,   -3,  -14,    2,   16,   14,  -17,    6,    0,    0,  207,    0,   -1,   -1,   21,10256,10267,   21,10240,    1,   56,    8,   67,   14,    8,   82,   89,    8,   74,   14,    2
  240,20110201,  201,   45,   46,   60,    6,   30,    1,  100,   15,    7,  -22,    4,   48,   23,  -21,    6,    0,    0,  150,   21,    9,    5,   17,10250,10268,   24,10234,   14,    9,   15,   58,    1,    8,   90,   99,   15,   80,    1,    2
  240,20110202,  208,   70,   70,   90,   10,   30,    1,  130,   10,   44,   30,   11,   54,   14,   32,   12,    0,    0,  124,   17,   30,   19,   24,10249,10274,    8,10210,   24,    2,    5,   56,   19,    8,   95,   99,    4,   91,   18,    2
  240,20110203,  233,   66,   72,  110,   23,   50,    8,  170,   24,   59,   26,   18,   83,   12,   17,   18,   73,   80,  571,   10,   10,   10,    1,10222,10244,   11,10182,   24,   22,    1,   65,   15,    4,   87,   96,    4,   75,   15,    7
  240,20110204,  228,  145,  146,  170,   23,  120,    2,  240,   18,   94,   67,    1,  105,   17,   63,    6,    5,    5,  144,    0,   -1,   -1,    1,10145,10169,    1,10136,   24,   60,   20,   67,    3,    8,   80,   84,    7,   77,   24,    2
  240,20110205,  233,  153,  154,  170,    2,  140,   22,  240,    1,  104,   94,   24,  114,   12,   92,   24,    3,    3,  227,    0,    0,    0,    1,10161,10182,   24,10135,    2,   62,    1,   67,   22,    8,   79,   84,   23,   75,   11,    3
  240,20110206,  237,  136,  136,  160,    1,  110,   21,  240,    1,  100,   90,   24,  112,   11,   83,   24,   24,   26,  364,    0,    0,    0,    1,10197,10206,   11,10182,    3,   65,    1,   75,   16,    8,   76,   84,    1,   70,   18,    5
  240,20110207,  227,   90,   98,  140,   18,   70,    2,  210,   18,   81,   63,   24,  104,   18,   55,   24,   14,   15,  330,    0,    0,    0,    1,10155,10199,    2,10107,   17,   60,   19,   75,    2,    7,   75,   84,   19,   70,    7,    5
  240,20110208,  271,   32,   34,   60,    1,    0,   20,   90,    1,   41,  -15,   24,   82,   13,  -58,   24,   67,   71,  624,    0,    0,    0,    1,10226,10247,   20,10172,    1,   24,   22,   80,   15,    1,   84,   95,   22,   67,   13,    8
  240,20110209,  159,   29,   31,   50,   21,   10,    1,   80,   24,   33,  -31,    2,   76,   13,  -65,    6,   69,   72,  616,    0,    0,    0,    1,10211,10237,    1,10177,   23,   14,    1,   69,   20,    3,   85,   97,    2,   72,   20,    7
  240,20110210,  211,   44,   48,   70,   10,   20,   24,  100,   10,   70,   32,    2,   98,   13,   24,    6,    5,    5,  236,   87,   48,   10,   16,10139,10179,    1,10101,   24,   20,   23,   59,    1,    8,   92,   97,   23,   84,   12,    3
  240,20110211,  296,    8,   32,   50,   13,   10,    2,  100,   21,   67,   49,   24,   83,   15,   46,   24,    0,    0,  138,   20,    6,    2,    3,10122,10156,   24,10095,    4,   12,    3,   65,   15,    8,   95,   97,    2,   89,   23,    2
  240,20110212,  133,   28,   50,   70,    3,   20,   24,  120,    3,   51,   28,    8,   79,   18,   16,   24,    0,    0,   99,   84,   93,   27,    5,10120,10154,    1,10096,   15,   16,   15,   64,    1,    8,   94,   97,   16,   89,    2,    1
  240,20110213,  154,   41,   45,   60,   13,   30,    1,   90,   13,   53,   18,    2,   80,   14,    0,    6,    9,    9,  385,    0,    0,    0,    1,10083,10114,    1,10049,   24,   13,   10,   70,   18,    7,   90,   97,    2,   81,   19,    5
  240,20110214,  160,   33,   38,   60,    1,   10,   19,  100,    3,   60,   29,   24,   83,   14,    1,   24,    0,    0,  194,   24,   10,    5,   10,10042,10049,   11,10033,    6,   50,   11,   69,    1,    7,   90,   96,   23,   83,    1,    3
  240,20110215,  137,   47,   48,   60,   11,   20,    1,   90,   12,   57,   14,    1,   85,   14,   -8,    6,   31,   31,  562,    4,    1,    1,   20, 9980,10027,    1, 9946,   22,    1,    2,   75,   15,    6,   89,   99,    3,   76,   14,    7
  240,20110216,  151,   33,   40,   60,    3,   20,   19,   80,    1,   62,   25,   24,  106,   15,    4,   24,   84,   84,  790,   11,    5,    3,    3, 9986,10012,   22, 9948,    1,   58,    3,   70,   16,    2,   85,   94,    4,   66,   15,   10
  240,20110217,   61,   43,   45,   70,   21,   20,    3,  110,   21,   40,    5,   22,   80,   14,  -12,    6,   86,   86,  743,    0,    0,    0,    1,10065,10124,   24,10014,    1,   30,    7,   60,   15,    4,   85,   95,    8,   75,   15,    9
  240,20110218,   92,   39,   40,   50,    1,   30,    5,   90,    1,   11,    5,   11,   15,   14,    4,    6,    0,    0,   98,    0,    0,    0,    1,10159,10176,   19,10127,    1,   50,    8,   57,    4,    8,   79,   83,   24,   76,    6,    1
  240,20110219,   94,   54,   55,   70,   16,   30,    1,  110,   17,   21,    8,    3,   46,   15,    6,    6,   11,   11,  417,    0,    0,    0,    1,10159,10171,    1,10150,   16,   46,    5,   61,   24,    7,   78,   83,    1,   71,   16,    5
  240,20110220,   89,   58,   59,   70,   10,   50,   16,  110,   10,    3,  -24,   24,   31,   14,  -34,   24,   33,   32,  543,    0,    0,    0,    1,10175,10193,   24,10157,    1,   59,    8,   80,   22,    6,   69,   78,    5,   62,   19,    6
  240,20110221,   99,   52,   53,   60,    5,   40,   19,   90,    3,  -17,  -43,    7,   21,   14,  -51,   12,   92,   89,  980,    0,    0,    0,    1,10177,10194,    1,10161,   16,   64,   13,   80,   17,    1,   60,   68,    3,   47,   17,   10
  240,20110222,  118,   35,   38,   50,    1,   30,    3,   80,    1,  -17,  -63,    7,   29,   15,  -73,   12,   78,   75,  895,    0,    0,    0,    1,10194,10219,   20,10172,    1,   58,    7,   63,    2,    4,   62,   75,    6,   50,   15,    9
  240,20110223,  160,   59,   60,   80,   20,   30,    4,  120,   20,    3,  -30,    3,   32,   14,  -43,    6,    0,    0,  271,   87,   28,    7,   24,10208,10222,    1,10183,   24,   20,   16,   60,    1,    8,   80,   96,   17,   64,   14,    3
  240,20110224,  170,   27,   30,   70,    1,   10,   11,  100,    1,   51,   17,    1,   86,   16,   14,    6,    2,    2,  249,   24,    8,    4,    2,10218,10263,   24,10175,    3,    1,   10,   41,   16,    8,   98,   99,    9,   95,    1,    3
  240,20110225,  180,   43,   44,   60,   23,   20,    1,   90,   24,   76,   53,    1,   91,   15,   52,    6,    0,    0,  225,    0,   -1,   -1,   13,10251,10267,   11,10214,   24,    1,    1,   45,   14,    8,   99,   99,    1,   97,   16,    3
  240,20110226,  205,   36,   67,   90,   23,   50,    1,  150,   24,   75,   59,   22,   88,    1,   58,   24,    0,    0,  153,   87,   33,    7,   11,10120,10205,    1,10075,   15,    7,    5,   65,   17,    8,   96,   99,    1,   93,   12,    2
  240,20110227,  318,   87,   91,  130,    7,   40,   22,  200,    7,   47,   26,   24,   62,    1,   23,   24,    0,    0,  126,  171,  137,   18,   16,10135,10191,   24,10095,    3,   28,   24,   68,    7,    8,   90,   94,    1,   86,    7,    2
  240,20110228,   34,   45,   47,   60,    7,   30,   21,  110,    8,   28,   15,    4,   39,   16,   14,    6,    0,    0,  147,   21,    6,    4,    3,10267,10329,   24,10197,    1,   17,    8,   35,   15,    8,   91,   93,    6,   87,    1,    2
  240,20110301,   38,   59,   60,   80,   20,   30,    1,  130,   21,   25,   13,   22,   43,   15,   12,    6,    2,    2,  288,    0,    0,    0,    1,10367,10381,   12,10334,    1,   13,    5,   57,   15,    8,   88,   92,    1,   80,   15,    3
  240,20110302,   51,   68,   69,   80,    2,   50,   22,  140,   20,   19,   -4,    8,   51,   15,   -8,    6,   87,   80, 1136,    0,    0,    0,    1,10359,10373,    1,10347,   17,   19,    1,   50,   15,    2,   83,   90,    1,   71,   14,   13
  240,20110303,   41,   56,   56,   70,   11,   40,    4,  120,   20,    7,  -13,    7,   42,   15,  -18,   12,   85,   77, 1140,    0,    0,    0,    1,10344,10355,   10,10332,   16,   19,    6,   56,   16,    3,   83,   90,    5,   68,   16,   12
  240,20110304,   39,   38,   39,   50,    1,   30,   13,   90,   21,    0,  -23,    6,   34,   15,  -29,    6,   77,   70, 1052,    0,    0,    0,    1,10326,10342,    1,10308,   24,   18,    8,   63,   24,    3,   87,   92,    7,   73,   16,   11
  240,20110305,   12,   24,   27,   60,   16,   10,    4,  100,   14,   29,   -9,    6,   73,   13,  -31,   24,    6,    5,  387,    0,    0,    0,    1,10296,10312,   24,10287,   16,   50,    6,   75,   16,    6,   86,   94,    8,   71,   16,    5
  240,20110306,   38,   47,   49,   70,   13,   30,    2,  100,   12,   34,   -1,   24,   67,   12,  -15,   24,   89,   80, 1226,    0,    0,    0,    1,10320,10336,   23,10308,    3,   63,    1,   80,   10,    3,   65,   74,    1,   52,   13,   15
  240,20110307,  110,   39,   40,   60,   12,   30,    2,  100,   13,   26,  -29,    3,   86,   15,  -52,    6,  100,   89, 1327,    0,    0,    0,    1,10319,10344,    9,10278,   24,   75,    1,   83,   18,    0,   51,   74,    2,   30,   15,   15
  240,20110308,  188,   36,   40,   70,   15,   20,   20,  110,   16,   31,  -28,    6,  106,   14,  -53,    6,  101,   89, 1323,    0,    0,    0,    1,10214,10275,    1,10151,   24,   57,   24,   83,    1,    0,   56,   84,   24,   34,   12,   16
  240,20110309,  243,   73,   75,  100,    7,   40,    1,  160,   11,   61,   11,    1,  100,   15,  -14,    6,   46,   40,  799,   10,    2,    1,    8,10139,10151,   20,10123,    7,   40,    5,   75,   20,    5,   80,   90,    3,   64,   16,   10
  240,20110310,  236,   98,  101,  140,   12,   50,    1,  210,   12,   77,   30,    1,  113,   14,   20,    6,   13,   11,  540,    3,    3,    2,   18,10101,10136,    1,10084,   16,   57,   18,   68,    1,    7,   81,   88,    2,   71,   16,    7
  240,20110311,  247,   53,   59,   80,   10,   30,   19,  130,    1,   65,   31,    6,  101,   14,    4,   24,   95,   83, 1269,    0,   -1,   -1,    2,10143,10161,   11,10117,    1,   61,    7,   75,    2,    2,   72,   85,    6,   55,   15,   17
  240,20110312,  157,   38,   41,   60,   14,   30,    3,  100,   15,   85,   23,    4,  131,   14,    3,    6,   54,   47,  909,    0,   -1,   -1,   23,10061,10125,    1,10019,   22,   61,    9,   77,   13,    6,   72,   85,    3,   49,   14,   13
  240,20110313,  170,   39,   40,   50,    3,   20,   19,   90,    4,  106,   90,    6,  134,   15,   85,    6,    5,    4,  482,    4,    2,    2,   22,10038,10083,   24,10009,    3,   56,   24,   75,   11,    8,   81,   93,   24,   72,   17,    7
  240,20110314,   51,   20,   23,   50,   24,   10,    1,   80,   21,  103,   78,    5,  137,   14,   67,   24,   25,   21,  632,    0,   -1,   -1,    1,10152,10193,   22,10089,    1,    2,    5,   58,    1,    7,   90,   99,    5,   78,   13,    9
  240,20110315,   74,   59,   59,   70,   11,   40,    6,  110,   11,  108,   76,   24,  158,   15,   69,   24,   67,   57, 1087,    0,    0,    0,    1,10167,10188,    1,10145,   16,   12,    3,   59,   14,    4,   85,   96,    3,   67,   15,   16
  240,20110316,   64,   74,   75,   90,    8,   60,    1,  140,    9,   71,   48,   24,  109,   14,   47,   24,   56,   47, 1052,    0,    0,    0,    1,10125,10154,    1,10100,   16,   32,    1,   59,   13,    5,   83,   91,    2,   69,   13,   14
  240,20110317,  343,   32,   45,   60,    1,   30,    9,  100,    2,   54,   44,   24,   77,   13,   42,   24,    0,    0,  391,    0,    0,    0,    1,10127,10180,   24,10095,    3,   26,   17,   61,   24,    8,   88,   93,   17,   80,   12,    5
  240,20110318,  305,   18,   31,   50,    4,   10,   19,   80,    1,   63,   31,    6,  105,   11,    6,    6,   14,   12,  505,   68,   33,    9,   16,10224,10279,   24,10184,    1,   29,   14,   69,   23,    7,   86,   92,    6,   70,   11,    7
  240,20110319,  342,   18,   22,   50,   17,    0,   23,   80,    1,   47,   -6,    6,  104,   15,  -53,   24,   94,   78, 1568,    0,    0,    0,    1,10336,10353,   21,10288,    1,    4,    6,   82,   18,    2,   75,   99,    6,   49,   13,   20
  240,20110320,  217,   12,   20,   40,   13,    0,   20,   70,   14,   48,  -17,    3,  116,   14,  -55,    6,   85,   70, 1403,    0,    0,    0,    1,10340,10349,    1,10330,   16,   57,    3,   80,   10,    1,   67,   94,    3,   42,   14,   18
  240,20110321,  240,   18,   25,   50,   10,    0,   24,   70,   10,   64,   -1,    1,  136,   14,  -46,    6,   91,   75, 1321,    0,    0,    0,    1,10350,10360,   23,10336,    3,   44,   24,   66,   10,    2,   67,   89,   24,   44,   14,   17
  240,20110322,  312,   16,   23,   50,   17,   10,    1,   70,   14,   79,    5,    4,  159,   15,  -29,    6,   96,   78, 1522,    0,    0,    0,    1,10379,10402,   22,10357,    2,   30,   24,   79,   17,    0,   77,   94,    7,   51,   15,   21
  240,20110323,   43,   18,   20,   30,    8,   10,    1,   70,   15,   81,    6,    5,  141,   14,  -16,    6,   78,   63, 1443,    0,    0,    0,    1,10402,10422,    9,10386,   24,    1,    5,   78,   19,    2,   78,   99,    5,   54,   14,   20
  240,20110324,   46,   19,   20,   50,   16,    0,    2,   70,   14,   94,   24,    5,  160,   14,  -20,    6,  111,   90, 1588,    0,    0,    0,    1,10344,10385,    1,10278,   24,   58,   24,   83,   17,    1,   76,   97,    7,   51,   15,   23
  240,20110325,    4,   22,   25,   50,   15,   10,    2,   70,   13,   93,   53,    6,  146,   13,    3,    6,   83,   67, 1355,    0,    0,    0,    1,10208,10269,    1,10175,   23,   25,    6,   82,   21,    5,   74,   95,    7,   56,   13,   19
  240,20110326,   46,   33,   34,   50,   10,   10,    1,  100,   10,   53,   29,    4,   80,   14,  -11,    6,   11,    9,  747,   11,    2,    1,    9,10179,10190,   11,10169,    2,   65,    8,   80,   19,    7,   76,   88,    8,   65,   16,   10
  240,20110327,   64,   26,   30,   40,    1,   20,    5,   70,   10,   55,   -4,    4,  114,   14,  -39,    6,  115,   91, 1769,    0,    0,    0,    1,10151,10175,    1,10132,   16,   63,   24,   80,   18,    1,   65,   82,    4,   44,   16,   23
  240,20110328,  331,   23,   24,   50,   15,    0,   23,  100,   13,   49,  -13,    4,  119,   14,  -54,    6,   87,   69, 1320,    0,    0,    0,    1,10166,10180,   21,10143,    2,    2,   24,   81,   12,    2,   79,   99,   24,   58,   14,   17
  240,20110329,  176,    3,   18,   40,   12,    0,    1,   60,   11,   67,  -19,    3,  141,   15,  -43,    6,  115,   90, 1755,    0,    0,    0,    1,10152,10172,    1,10134,   17,    0,    4,   80,   11,    2,   74,   99,    1,   46,   11,   23
  240,20110330,  206,   35,   43,   80,   14,   10,    1,  120,   14,   93,   30,    4,  157,   13,  -10,    6,    9,    7,  641,    8,   16,   15,   14,10128,10134,    1,10120,   24,   34,   24,   72,   18,    7,   81,   94,   24,   69,   12,    9
